Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	diversification	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	fossil[15]	fossil[16]	fossil[17]	fossil[18]	fossil[19]	fossil[20]	fossil[21]	fossil[22]	fossil[23]	fossil[24]	fossil[25]	fossil[26]	fossil[27]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
860	-1034.322	-523.9082	-510.4141	448609.6	0.01217	11.0438	0.00150057	0.131141	0.000255667	0.000701658	0.477229	0.172794	0.00224234	0.199715	1.91192	0.0115198	0.000534316	3.45555e-06	2.62717e-05	0.611243	0.019639	0.0101296	0.0770262	0.0012979	0.027731	0.713508	0.00679949	0.013308	0.0320563	4.03792	1.08804	1.78387e-05	0.0213787	0.0185644	3.75537e+13	0.00187013	1.55286e+09	0.442089	0.0689634	411.539	0.0961843	1.60764	0.498595	3.59191	1.73379e+14	0.0389155	0.011815	145829	0.00033324	0.0605126	0.0561756	1.12233e+06	0.528423	0.00115211	2.43461	0.120981	0.03748788	0.205799	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.2014549	0.998103	0.999515	1.00048	1.0019	0.2432869	7.88428	15.2	0.35268	2.42529	2.54586	2.97036	15.2	15.2	11.07	11.1026	9.78127	11.07	5.74438	1.82693	0	6.69349	9.11158	1.98135	13.8211	6.23539	6.98086	4.4294	11.4205	8.85032	8.48095	5.71205	15.2	0.8459108	10.28793	-7.032885	4.327553	18.72771
870	-1032.711	-532.6319	-500.0787	328486.4	0.0204292	8.00553	0.000387352	0.155851	0.000208361	0.00428585	0.20407	0.291405	0.00275039	0.195917	3.19252	0.0496628	0.000569101	2.28589e-06	0.000155546	2.28476	0.00465309	0.00699083	0.0942495	0.000678808	0.035972	1.60239	0.0174857	0.0260733	0.00751465	1.0785	12.0955	2.50532e-05	0.0282636	0.0242363	5.15476e+13	0.00129206	2.20264e+09	0.18057	0.0387117	1216.95	0.0545507	1.7232	0.377024	1.12083	1.40683e+14	0.0206437	0.00478157	15828.8	3.06558e-05	0.0696	0.0134362	4.07111e+06	0.609277	0.000125185	0.51072	0.0596849	0.04479715	0.05891133	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.1516235	0.997783	0.999433	1.00057	1.00222	0.1037085	7.34574	15.2	1.22791	6.67026	2.74539	4.08456	15.2	15.2	11.07	11.1303	8.17221	11.07	5.74438	1.69001	0	6.94898	9.86296	1.98135	9.37129	7.63341	5.9318	1.47354	11.4213	8.65908	8.48095	3.81235	15.2	0.5680474	8.030731	-6.121829	4.050952	16.41021
880	-1019.076	-530.9064	-488.1699	545314.9	0.0071318	22.7585	0.000586305	0.329897	0.000317839	0.00772951	0.0572968	0.163194	0.00223386	0.121158	1.56572	0.0787896	7.80189e-05	4.69116e-05	1.89007e-05	1.68418	0.000496786	0.00106973	0.195702	0.000432621	0.0224325	2.55883	0.0340719	0.0119521	0.00106459	0.0495746	8.66478	2.45963e-05	0.0187382	0.0193138	6.28411e+13	0.000877439	1.7932e+10	0.522915	0.0372119	5330.33	0.098759	0.919248	0.490573	2.37213	6.75436e+13	0.00388919	0.0216933	0.0842869	2.91485e-05	0.0685464	0.0187582	2.55682e+06	0.938092	0.000265286	0.143373	0.0994296	0.05115462	0.07329374	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.2092045	0.998279	0.99956	1.00044	1.00172	0.1244484	9.03124	14.4143	0.574235	9.17521	1.42213	6.293	15.2	15.2	11.07	11.1303	9.60563	11.07	6.78954	1.69001	0	7.37758	10.1835	9.43316	10.2704	6.71719	5.14104	6.14145	11.4213	8.65908	8.48095	5.56835	15.2	0.588949	6.717181	-7.087054	4.240689	17.98345
890	-1024.66	-527.4443	-497.2158	314688.4	0.0761653	12.5077	0.00263128	0.11104	0.000959892	0.00602082	0.168799	0.0948026	0.00348782	0.170839	3.12699	0.0874997	0.000156183	0.00314868	3.84859e-05	11.7067	0.00345768	0.00147121	0.201428	0.00304051	0.00756411	0.793373	0.0653569	0.0156822	0.000274923	0.150066	9.24685	0.000175102	0.0264676	0.00802956	5.20117e+13	0.000747259	5.48678e+09	0.4596	0.134866	13278.8	0.0308042	0.575647	0.379825	0.273677	1.54684e+14	0.0111988	0.0177629	0.0303578	0.0290977	0.193139	0.0181653	9.35795e+06	0.15192	0.00050847	0.108541	0.587299	0.04357762	0.14176	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.1467588	0.997735	0.99942	1.00058	1.00227	0.1853376	8.66388	14.0814	0.574235	6.71011	4.23738	4.88688	15.2	15.2	11.07	11.4583	8.8255	9.6707	6.78954	5.25713	0	7.87001	5.83092	10.0323	3.40999	6.8353	4.63352	6.14145	11.4213	3.76163	8.48095	3.85053	15.2	0.7648744	8.981005	-5.737056	3.983006	15.86434
900	-1027.728	-519.6979	-508.0303	492764.9	0.139505	110.417	0.00246222	0.0954721	0.00181492	0.000915365	0.045656	0.112677	0.00169486	0.150763	6.73397	0.00744008	0.000121408	0.00240073	0.000104792	4.63933	0.000897724	0.00215804	0.314038	0.0068339	0.0124754	0.232361	0.212882	0.0195696	0.00137957	1.08298	7.14782	0.000250008	0.0113117	0.0565701	8.86048e+13	0.000252579	1.61498e+10	0.100723	0.0868329	45902.6	0.0528343	0.237547	0.419557	0.15323	1.61127e+14	0.0221339	0.00900105	0.0302543	0.0417489	0.100785	0.0467874	7.1554e+06	0.6132	0.000209951	0.171713	0.123298	0.05510434	0.1269988	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.2	0.1752558	0.99819	0.999537	1.00046	1.00181	0.1821031	10.0785	15.1987	0.574235	7.70712	1.53451	4.0847	15.2	15.2	11.07	11.5872	9.92914	11.07	6.78954	1.7366	0	8.31014	7.8306	10.8895	9.56659	5.83638	4.81702	1.35639	11.4213	8.29101	4.11075	4.46041	15.2	0.6974003	6.706849	-5.698844	3.899224	15.20395
910	-1047.288	-521.8474	-525.4402	492764.9	0.113823	386.122	0.0365977	0.122519	0.010449	0.00280348	0.442643	0.175316	0.00173015	0.0617797	16.2849	0.00190851	4.48832e-05	0.00164081	0.000120375	2.84013	0.000597101	0.00200823	0.0448387	0.0010223	0.0119749	0.714729	0.516054	0.012169	0.000899913	2.07379	5.09405	0.0004644	0.0130961	0.0135633	1.90176e+14	7.30115e-05	9.94538e+09	0.114769	0.0490252	81744.2	0.0665491	0.239325	0.491172	0.085731	1.59562e+14	0.0656645	0.0156736	0.0526654	0.0373773	0.101167	0.056635	9.51782e+06	0.436804	0.000340989	0.0239206	0.146831	0.06958188	0.06442642	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1104942	0.99819	0.999537	1.00046	1.00181	0.1340083	8.13847	14.8534	3.5545	9.70991	2.05634	4.91457	15.2	15.2	11.07	6.81576	10.4476	11.07	4.51563	1.19984	0	8.31014	10.311	11.3311	9.56659	5.83638	4.90442	3.88528	11.4214	8.40394	4.11075	0.678864	15.2	0.4807644	9.532184	-4.873923	3.77587	14.25719
920	-1027.998	-523.8556	-504.1427	492764.9	0.0211579	18.3586	0.0277897	0.105345	0.00891278	0.00134462	0.0214253	0.130603	0.00141705	0.0236749	4.36245	0.0013767	0.000297098	0.00351961	5.11091e-05	5.68346	0.0038834	0.00109872	0.120024	0.000527718	0.00997735	0.714729	0.551592	0.0148	0.00241774	0.193916	1.94399	0.000778056	0.0397879	0.0144165	1.39244e+14	9.15589e-05	7.12408e+09	0.075796	0.0294612	105696	0.171171	0.0329633	0.117611	0.0817562	2.10402e+14	0.0765618	0.00278139	0.0423591	0.248482	0.326025	0.0658948	5.9975e+06	0.505357	0.000139412	0.0566778	0.0751693	-0.01724439	0.1006309	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.154344	0.99819	0.999537	1.00046	1.00181	0.08338655	11.4214	15.2	3.5545	11.7764	2.10282	7.79739	15.2	15.2	11.07	8.04082	8.15853	8.69301	6.1417	3.43212	0	9.46474	3.80899	13.2324	9.56659	6.34031	5.55628	2.77387	11.4214	8.40394	6.03707	1.39255	15.2	1.206801	8.652536	-6.065027	4.055337	16.44576
930	-1014.842	-522.1564	-492.6856	492764.9	0.00316131	0.612257	0.0071381	0.0606765	0.00522692	0.00135079	0.00224627	0.112908	0.0583726	0.0365219	12.7097	0.00257272	0.000239917	0.000209591	0.00011002	25.5752	0.0207737	0.00122999	0.100862	0.000571533	0.00662981	0.714729	0.054753	0.0332799	0.00195259	0.197204	2.42758	0.000147616	0.0247361	0.0122643	1.70992e+14	0.000110055	5.90629e+09	0.0857758	0.0160104	118769	0.127902	0.0495538	0.293875	0.0749354	1.01555e+14	0.00830492	0.0346958	0.0133872	0.220874	0.143487	0.300499	1.67789e+07	0.554369	4.41852e-05	0.024313	0.0967458	0.06696928	0.05050581	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.19999	0.1929889	0.99819	0.999537	1.00046	1.00181	0.1174751	7.76097	15.1997	2.91213	11.8832	0.505407	6.07573	15.2	15.2	11.07	9.6157	10.4544	4.56069	6.1417	1.79761	0	9.68397	3.80899	14.4756	9.56659	6.34031	5.55628	2.77387	11.4214	6.83102	6.03707	1.39255	15.2	0.4299278	5.435117	-6.119847	3.952905	15.62546
940	-982.0111	-515.1626	-466.8485	492764.9	0.00570554	3.30963	0.00225894	0.0957492	0.000814472	0.00101557	0.000335673	0.00163021	0.179147	0.0356042	15.311	0.000204888	0.000940852	7.02159e-05	0.000102961	49.991	0.00701009	0.000438644	0.0591057	0.00214232	0.0126866	0.714729	0.0156647	0.022575	0.00105466	0.0208239	4.59111	0.000116378	0.0186985	0.0197386	1.63546e+14	0.000396682	6.0664e+08	0.124503	0.0273516	237541	0.0134144	0.0525171	0.359585	0.0583751	1.15411e+14	0.00818998	0.100822	0.0063901	0.030519	0.0751576	0.264993	1.0369e+07	0.545205	3.43024e-05	0.0276882	0.0600951	-0.01437166	0.1143306	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.19999	0.1524972	0.99819	0.999537	1.00046	1.00181	0.09995895	7.2196	14.8012	2.8777	8.53502	1.60199	7.75725	15.2	15.2	11.07	5.45259	7.50197	4.60274	8.31205	0.46228	0	10.0175	5.90965	12.4624	8.54637	6.34031	4.71106	2.77387	11.4214	6.83102	8.33367	3.0408	15.2	1.143776	6.654012	-5.954009	3.962128	15.69846
950	-998.2931	-523.5122	-474.7809	492764.9	0.000894242	12.966	0.000505128	0.0306357	0.00196387	0.000197144	0.00241878	0.0006607	0.085727	0.0264938	5.82434	0.000133293	0.000912057	0.000130429	0.000177963	12.7081	0.00268373	0.00114745	0.0952606	0.00285583	0.037546	0.714729	0.240116	0.0337017	0.00129843	0.197855	3.53716	8.74357e-05	0.00425192	0.0824428	1.64961e+14	6.86431e-05	4.66681e+08	0.0939864	0.0951775	310159	0.0248298	0.0151723	0.252697	0.0111017	6.7924e+13	0.0131944	0.00709348	0.0362734	0.0287074	0.1193	0.160301	1.82051e+07	0.295232	0.000429527	0.14571	0.615269	-0.0130786	0.1431642	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.19999	0.1286697	0.99819	0.999537	1.00046	1.00181	0.1300856	11.4214	15.2	2.69023	0.0105573	1.68596	3.24861	15.2	15.2	11.07	7.67164	7.50197	6.65868	8.00602	0.46228	0	9.90359	8.36668	12.9611	6.93313	6.34031	5.07657	7.09491	11.4214	3.64587	8.33367	3.0408	15.2	1.100538	6.657682	-6.638347	4.131372	17.06824
960	-1004.486	-516.1899	-488.2965	492764.9	0.00270872	18.8548	0.00188409	0.0650623	0.00132554	8.19919e-05	0.00202272	0.00216771	0.023306	0.0432362	15.7907	8.78027e-05	0.00100785	8.87477e-05	0.000576109	9.64068	0.000968417	0.000832965	0.0369849	0.00272914	0.0704005	0.714729	0.526421	0.0140599	0.000638691	1.08958	9.59031	3.63878e-05	0.00359257	0.0345564	8.28199e+13	4.02803e-05	5.99346e+07	0.110897	0.032603	5.26059e+06	0.0176233	0.0059383	0.386375	0.0309731	1.35361e+14	0.0449208	0.00892293	0.0311824	0.0291405	0.12817	0.2295	1.22345e+07	0.658954	0.00485299	0.0935349	2.16379	0.09745962	0.07379998	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	10	15.19999	0.1215159	0.99819	0.999537	1.00046	1.00181	0.1712596	7.61344	8.69931	1.51882	3.87212	1.68596	5.4193	15.2	15.2	11.07	6.45454	2.15642	7.89973	3.48241	3.63481	0	10.1926	9.11771	13.0589	6.93313	6.34031	3.40571	1.17543	11.4214	3.64587	5.99091	3.0408	15.2	0.4309246	6.928823	-5.385353	3.826498	14.64209
970	-999.5091	-519.7546	-479.7545	492764.9	0.00558749	12.9057	0.000364421	0.0317776	0.0070851	0.000138056	0.00569792	0.00310739	0.00611499	0.0283313	7.01432	1.32901e-05	0.00298845	0.00012519	0.000386178	2.98291	0.00705504	0.000140851	0.0635926	0.00122343	0.0205129	0.714729	0.759296	0.00948676	0.00620244	2.81536	75.4424	1.23072e-05	0.00144148	0.0295652	2.06658e+14	1.40679e-05	4.50155e+07	0.138283	0.0455007	8.93119e+06	0.0653776	0.000158133	0.218518	0.110365	1.33467e+14	0.00766501	0.000648316	0.0621476	0.0123671	0.291373	0.118231	8.01395e+06	1.46544	0.00402683	0.168301	1.03846	0.03298824	0.168688	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.19999	0.1698312	0.99819	0.999537	1.00046	1.00181	0.2016762	11.3352	8.74296	2.56449	3.21003	1.68596	2.91879	15.2	15.2	11.07	6.45454	5.30005	7.00016	5.11567	0.352351	0	11.4954	5.73205	13.1135	8.546	10.2589	2.9324	2.5079	11.4214	3.64587	7.5628	3.5731	15.2	0.8364297	4.489638	-7.008951	4.125705	17.02145
980	-1019.139	-517.0624	-502.0762	492764.9	0.0103418	5.40149	0.0206798	0.0633163	0.00832693	4.28428e-05	0.00364643	0.00707419	0.00357153	0.0253716	21.8896	5.45748e-05	0.00314539	0.000410578	0.000527093	0.873525	0.00650399	0.00011006	0.0816105	0.00161295	0.0369098	0.714729	0.736911	0.0115822	0.0160424	2.1576	15.5908	2.09378e-05	0.00273778	0.0434665	2.93941e+14	4.35073e-05	7.12732e+06	0.223216	0.0389492	7.1004e+07	0.126838	0.00125043	0.384101	0.0741606	1.47718e+14	0.00314745	0.00260815	0.0652744	0.00589075	0.522458	0.0582654	1.34992e+07	4.00779	0.00382472	0.108604	0.2549	0.08917707	0.07413294	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.19999	0.07792312	0.99819	0.999537	1.00046	1.00181	0.16331	11.4214	8.74296	2.56449	3.21003	1.68596	6.06368	15.2	15.2	11.07	6.89342	4.4927	7.8069	8.62266	0.352351	0	12.493	5.09604	13.5719	8.546	2.61355	7.97223	2.5079	11.4214	2.20657	9.06315	4.35502	15.2	0.45394	8.435919	-5.868975	4.000368	16.00295
990	-1019.055	-519.5359	-499.5189	492764.9	0.0043139	88.9425	0.0226523	0.0375572	0.0160461	7.19144e-05	0.00106537	0.0170451	0.00226237	0.0108441	6.54099	5.0445e-05	0.00411525	0.00043407	0.000676951	0.109171	0.00907621	0.000105022	0.0748445	0.00558744	0.0790314	0.714729	0.626246	0.00764961	0.00268648	0.426546	6.0727	3.82543e-05	0.12789	0.218686	1.53301e+14	3.96058e-05	689574	0.578865	0.254093	1.52146e+08	0.106397	8.68907e-05	0.437344	0.0408877	1.2927e+14	0.000736092	0.00403718	0.0878416	0.000817755	0.306436	0.0257642	2.37896e+07	4.44686	0.00231087	0.042166	0.448278	0.06342912	0.07565371	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.19999	0.1376701	0.99819	0.999537	1.00046	1.00181	0.1390828	13.468	7.66105	3.63395	3.21003	1.67517	6.02183	15.2	15.2	11.07	4.22933	4.56293	9.17913	1.97176	0.352351	0	12.8673	4.91323	14.8822	7.84986	3.15529	8.85333	0.534897	11.4214	6.31177	9.06315	0.670855	15.2	0.5439472	11.36504	-6.735118	4.281509	18.33132
1000	-1013.511	-510.8505	-502.6605	466092.8	0.00213012	26.9619	0.00943334	0.032572	0.0289041	0.000330349	0.000230049	0.0744987	0.00110712	0.0215108	3.69394	0.000137105	0.00334737	8.51699e-05	0.000237682	0.090883	0.00475241	7.83754e-05	0.0791645	0.00968583	0.0238956	0.64116	0.137431	0.0152636	0.00948185	0.291386	2.07991	0.000122242	0.0633495	0.233326	1.7684e+14	1.79007e-05	336171	2.77241	0.484948	3.41789e+08	0.126004	2.04397e-05	0.669415	0.0444152	1.65939e+14	0.00507115	0.00166705	0.187847	5.40766e-05	0.208903	0.0427586	2.44837e+07	19.5483	0.000605703	0.0781518	2.4504	-0.03339766	0.1648151	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.19999	0.1158794	0.998139	0.999524	1.00047	1.00186	0.1314175	12.2013	7.66105	0.98966	4.33608	0.815365	6.64369	15.2	15.2	11.07	10.4482	6.30307	9.75225	6.63275	0.0866179	0	13.5589	3.52838	15.1165	6.82458	3.15529	11.402	5.64943	11.4214	4.46933	4.79623	3.57941	15.2	1.254134	8.617731	-6.522019	4.165535	17.35168
